acorn_out1.png,"smooth shell, tree nut, bumpy cap, white meat, animal food, |oak trees, squirrels, deer, forests, autumn, cold weather, winter is coming"
alligator_out1.png,"crocodile, alligator, teeth, dangerous, scales, reptile, big, tail, webbed feet|giant teeth, big mouth, carnivore, dangerous, eats dogs, scary, animal"
alligator_out1.png,"Scaly alligator, sharp teeth, pointy toes, thick tail, open mouth.|Danger lurking in the water, cute babies don't always stay cute."
alligator_out1.png,"scales, feet, teeth, reptile, amphibious, open mouth, animal, living, long tail, close to the ground|danger, Florida, wondering if he's being aggressive and ready to bite someone or something or just yawning, remembering that I can't tell an alligator from a crocodile unless I see pictures of both side by side, remembering news stories about alligators attacking people's pets in Florida"
almond_out1.png,"nut tree seed, brown skin, white meat, protein, fat, sweet|tasty, healthy, high calorie, expensive, California, orchard, almond milk, yogurt"
almond_out1.png,"organic, eukaryote, plant, nut, almond, brown, edible, germ, bran, endosperm|fall, harvest, Halloween, delicious, healthy, Christmas, nutcracker, hard, beautiful, fiber"
almond_out1.png,"hard nuts, black, rough, almond shaped, healthy snack, small handful|natural, clean, healthy food, low calorie snack, quick hunger satisfier"
almond_out1.png,"almonds, nuts, food, snacks, small, grouped, clustered, nine, handful, shell|fun to eat, great snack, delicious, healthy to eat, crack the shells"
almond_out1.png,"black, seed, rough, dark, oblong, pointed end, shell, small, wrinkled|baseball games, food, flowers, spitting, summer, snack, salted, healthy, road trip"
almond_out1.png,"tasty almonds, small amount of cyanide, nine nuts,  brown color, crunchy |Taylor is allergic to these, I wonder if there are any in the pantry, I know there are cashews"
almond_out1.png,"SMOOTH, OBLONG, DARK COLORED, SMALL GROOVES IN SURFACE, GROUPED TOGETHER|SEEDS, NUTS, SQUIRRELS, EATING NUTS, PEANUTS, CASHEWS, ALMONDS, NUT MIX"
almond_out1.png,"almond, nine almonds, almonds, nut, seed, nutritious, healthy snack, food|delicious snack, finger food, honey bunches oats with almonds, toasted, yummy, snack"
almond_out1.png,"9 almonds, nuts, tree nuts, brown skin, grains in the skin|yummy, delicious, nuts, baking, sliced almonds, love, tree nuts, almond"
aloe02_out1.png,"clay pot, green, gooey, spikey, healing, glazing, desert plant, drought resistent|cuts, sunburn, heat, sunshine, herbs, self healing, aloe gel, relief"
aloe02_out1.png,"organic, plant, house plant, vase, saucer, water, leaves, chlorophyll, green, soil|healing, breathing, beautiful, interesting, maternal, housekeeping, air quality, carbon footprint"
aloe02_out1.png,"ceramic pot and dish, aloe vera, desert plant, dry, useful, green|healthiness, helpful plant, burn reduction, soothing, homeopathic, cut, easily grown"
aloe02_out1.png,"plant life, potted plant, details on the pot, dish under pot for catching water|decorative for the home, great for desk area, fun to look at"
aloe02_out1.png,"ornamental pot, healthy plant, medium sized, green color, very full pot|would my wife like it?, is that a cactus? re-potting would be needed soon"
aloe02_out1.png,"SPIKY STALKS, SMOOTH TEXTURE, BROKEN BOWL, BOWL SITTING ON DISH|ALOE VERA, SUN BURN, WATERING PLANTS, WATCHING PLANTS GROW, HOUSEPLANTS"
aloe02_out1.png,"leaves, succulent, potted plant, succulent in a planter, plant, houseplant, ceramic pot.|A potted succulent plant sitting in a pot that was bought from an artist at a craft market sitting on a window sill."
aloe02_out1.png,"Spiky houseplant in an uneven clay pot that looks handcrafted.|Green, oxygen producer, natural air purifier, bit of nature indoors."
apple01_out1.png,"apple, skin, fruit, smooth, red, crunch, sweet, tasty, snack, spotted|school, teacher, autumn, cider, easy to carry, johnny appleseed, lunch"
apple01_out1.png,"organic, plant, rosales, malus, red delicious, apple, stem, flower, flesh, peel|tasty, lush, red, Sir Isaac Newton, healthy, delicious, core, seed, poison, cancer"
apple01_out1.png,"smooth skin, fruit, apple, nutritious, healthy, natural, clean, good for you|healthy, nutrition, natural, picked from a tree, October, autumn, apple picking, crisp air"
apple01_out1.png,"red apple, shiny, small, hold in one hand, easy to peel|tastes delicious, great for cutting into pieces, great for eating as a snack"
apple01_out1.png,"This is a round, red apple that does not have its stem. |It looks like it's nice and sweet, but I wonder where its stem is."
apple01_out1.png,"SMOOTH AND SHINY, ALMOST ROUND, DARK COLORED WITH LIGHT SPOTS|HUNGRY, FRUIT, JUICY BITES, CRISP APPLE CIDER, APPLE CORES IN GARBAGE"
apple01_out1.png,"Skin, Flesh, Stem, Fruit, Nutrition, Sugar, Juice, Navel, Sweet, Fiber|Natural, Grows, Sweetness, Taste, Snack, Fruit Juice, Nutritious, Healthy, Organic"
apple01_out1.png,"apple, red delicious, fruit, food, produce, red, stem, vitamins, crisp|apple tree, apple pie, apple juice, juicy, school teacher, healthy, an apple a day keeps the doctor away"
apple01_out1.png,"apple, red, green, granny smith, no stem, ripe, delicious, fruit|yummy, fruit, seeds, apple core, crunch, spots, worms, delicious, red"
apple01_out1.png,"Juicy red apple, stem removed, seeds resting safe in the core within.|Crisp, sweet, refreshing snack, so good on a warm day. Symbol of forbidden knowledge, or, in Disney, a poisoned death."
americangoldfinch_out1.png,"bird, beak, feathers, feet, claws, wings, tail, flight, eyes, sings|spring, birdseed, morning singing, migration, flight, north woods, wildlife, feeder"
americangoldfinch_out1.png,"organic, chordate, aves, passeriformes, tail, beak, eyes, body, feathers, legs, claws|angelic, beautiful, free, dinosaur, musical, airborne, eggs, feathers, wings, migration"
americangoldfinch_out1.png,"small bird, pointy beak, sharp claws, downy belly feathers, long tail feathers, beady eyes |flight, hunting for food, tropics, freedom, soaring in the air, fluttering wings"
americangoldfinch_out1.png,"bird, multicolored, feathers, beak, dark colored head, dark colored tail|pretty bird, interesting to watch, nature, lives in trees, makes sounds"
americangoldfinch_out1.png,"small feet, soft feathers under its belly, vivid colors on wing sand back |Bird, species unknown,  probably a small song bird, I should paint my griffon model"
americangoldfinch_out1.png,"SHORT BEAK, BLACK HEAD WITH BLACK EYES, LONG TALONS, SHORT TAIL FEATHERS|BIRDS, LOUD BIRD NOISES, FLYING, FLYING INTO WINDOWS, DEFECATING ON CARS"
americangoldfinch_out1.png,"bird, song bird, chickadee, wings, feet, beak, animal, small, fly, feathers|flight, bird in the trees, birds nest, aviary, feathers, tweet"
americangoldfinch_out1.png,"Bird, flying, feathers, cute, bird, feet, fly, talons, claws, air|Soaring, believing, pigeons, birds, flying, cute, adorable, beach birds, stealing food"
americangoldfinch_out1.png,"This is a black and white bird with a short beak,long claws and a long tail.|This bird makes me thing of the birds that ate all the lettuce in my garden!"
americanwhitepelican_out1.png,"webbed feet, white feathers, eats fish, big webbed mouth, large wings, small eyes|sea shore, Finding Nemo, Gulf Coast, piers, traveling, San Diego"
americanwhitepelican_out1.png,"organic, animal, chordate, ave, pelican, beak, eyes, feathers, webbed feet |magic, bizarre, unique, wisdom, sky, dinosaur, head movements, flying, wildlife"
americanwhitepelican_out1.png,"Feathers, beak,  eyes, webbed feet, waterproof,  swims,  flies,  floats,  paddles , foal |pelican,  swimming in the ocean, bobbing his head under water , looking for fish to eat,  soft down"
americanwhitepelican_out1.png,"pelican with white and black feathers, webbed feet, water bird|bodies of water, freedom, eating fish, swimming, shore, skyline, sunset"
americanwhitepelican_out1.png,"long bill, white feathers, black feathers on wing, bird, webbed feat|nice bird, animal, large bill for getting fish, many feathers"
americanwhitepelican_out1.png,"long bill, mostly white feathers, webbed feet, some black feathers |bird, probably a pelican, odd color pattern, what do the undersides of the wings look like?"
americanwhitepelican_out1.png,"It's a big white bird with a really long beak, duck feet, and black feathers underneath its white wings. |This bird is looking down, which makes it look like a really sad bird, even though this is probably its normal disposition."
americanwhitepelican_out1.png,"LONG BEAK, WEBBED FEET, LONG LARGE WINGS, SHORT LEGS, SMALL EYES|BIG BIRD, FISH, SEAGULLS STEALING FOOD, VICIOUS ANGRY BIRDS, FLYING"
americanwhitepelican_out1.png,"pelican, sea bird, webbed feet, feathers, wings, beak, long neck, bird|Finding Nemo, ocean, buoy, salt water, caw sound, animal, aviary, bird"
americanwhitepelican_out1.png,"pelican, bird, beak, webbed feet, feathers, long and big beak, holds water|eats fish, finding nemo, florida, bird poop, annoying noises, stealing food"
americanwhitepelican_out1.png,"Feathered and soft, expandable beak pouch, webbed footed, sad-eyed flyer.|Although I've lived by the sea, I've rarely seen one, other than in cartoons. Animators often make them seem like clowns, but that one looks so sad."
anise_out1.png,"8 sided star shape, pods, dried out, open leaves, hard|strange, sea star, Christmas, alien, harsh, spikey, spices, unusual, pointsetta"
anise_out1.png,"star shaped, ocean creature, preserved, black, leather, many sided, octagram|ocean, science, biology, taxidermy, preservation, specimen, symbolic, marine, octopus, alternative therapy"
anise_out1.png,"tropical flower, eight petals, detailed, decorative, beautiful, unique, different, plant|use to decorate house, great for island theme, has many uses"
anise_out1.png,"flower with eight petals, slightly beat up, color undetermined, two short petals|Wonder if that is a real flower or a model? what color is it?"
anise_out1.png,"EIGHT SIDED, DARK COLORED, ROUGH SURFACE, CIRCULAR POINT IN CENTER|STARFISH, OCEAN DWELLING CREATURES, STAR SHAPED FLOWERS, POLLENATING BEES, PEACE"
anise_out1.png,"flower, eight wilted leaves, shriveled flower, asymmetrical, not pretty, ugly|dead, dying, ugly, black and white, disgusting, death, holes, shriveled"
anise_out1.png,"eight appendages, radial symmetry, folded, three-dimensional, center, flower-shaped, two shorter appendages, six longer appendages. living thing|It looks like a flower, except it doesn't look exactly like a flower, I don't know what it is, maybe it is a flower but it's folded weird, I can't tell if it's an animal or a plant even though it's obviously a living thing, this bothers me because I studied biology"
ant_out1.png,"antenna, 6 legs, thorax, large abdomen, exoskeletin, mandible jaws, quick|ant colony, hive mind, bites, underground, destructive, stings, pest, Sevin pesticide"
ant_out1.png,"organic, animal, arthropod, insect, ant, antenna, mandibles, eyes, legs, claws, stinger|social, strong, segmented, productive, armor, subservient, diligence, loyalty, industry, community"
ant_out1.png,"black insect, ant, six legs, two antennae, bisected body, crawling|summer, itching, infestation, movement, dirtiness, picnic, avoidance, bug spray, checkered blankets"
ant_out1.png,"large insect, ant, black, antennae, six legs, large body, large mid section|giant ant, crawling, carries food on their back, bad at picnics"
ant_out1.png,"black, ant, antennas, legs, three parts, larger than red ants, eyes|black Carpenter ants, large, fast, carry heavy loads, live in colonies, wood infestation"
ant_out1.png,"Black exoskeleton, six legs, long antenna, very small, shiny and smooth.  |An Ant,  they have stripes?, do I have any ant models that need painting?"
ant_out1.png,"SIX LEGGED BUG, TWO ANTENNAE, LARGE HIND END, ROUND HEAD|ANT BITES, ANTS ON FOOD, ANTS INSIDE THE HOUSE, ANTS IN THE CAR"
ant_out1.png,"Antennae, Feelers, Legs, Mandible, Head, Body, Feet, Eyes, Spine, Torso |Bug, Gross, Tiny, Small, Minuscule, Insect, Dirty, Infestation, Crawling, Workers"
ant_out1.png,"ant, two antennas, six legs, bug, garden insect, black, insect, segmented body|picnic blanket, biting, queen ant, A Bug's Life movie, worker,"
ant_out1.png,"ant, eight legs, two antennae, but, stinger, insect, three part body|gross, kill them all, bugs, insects, tiny, nuisance, bites are the worst"
accordion01_out1.png,"keyboard, buttons, strap, heavy, accordian, folding, noisy, old, beat-up, dirty|street performer, European, desperation, sad, annoying sound, gypsy, French, circus, homeless"
accordion01_out1.png,"inorganic, musical instrument, keyboard, air powered, accordion, handle, antique, used|Poland, Europe, busking, vintage, old school, musician, polka, outdated, beautiful"
accordion01_out1.png,"black and white keys, strap handle, portable accordion, old and weathered|single man playing an accordion, screeching sounds, bad music, loneliness"
accordion01_out1.png,"good music, grey, white, keyboard keys, strapped, vents, buttons, heavy|easy to play, easy to handle, nice color, different and unique"
accordion01_out1.png,"old accordion, black and white keys, bellows to blow air, for music |Weird Al Yankovich, They Might be Giants, polka music, instrument for old men"
accordion01_out1.png,"KEYS, BUTTONS, STRAP, OLD AND DIRTY, SAGGING, BIG AND BULKY|MUSIC, PLAYING, HAVING FUN, LISTENING TO MUSIC, PRESSING KEYS AND BUTTONS"
accordion01_out1.png,"White Keys, Black Keys, Strap, Steel, Screws, Accordion, Buttons, Levers, Fold, |Music, Old Fashioned, Dancing, Playing, Skill, Proficiency, Polka, Classic, Vintage"
accordion01_out1.png,"accordion, keyboard, keys, buttons, bellows, musical instrument, metal reeds, aerophone|polka, music, dancing, celebration, traditional music, party, clapping, notes, jig"
accordion01_out1.png,"accordion, music, piano, hand instrument, festival, authentic, music, keys, two hands|16 keys, two octaves, folk music, polka, bad and ugly outfits"
aceofdiamond_out1.png,"flat, white, red, Ace, diamond, playing card, high value, 4 sides|poker, gambling, Texas Hold-em, Casino, gatherings at home, card games with kids"
aceofdiamond_out1.png,"inorganic, waxed paper, playing card, white and black, ink, ace, diamond|gambling, poker, trick, sleeve, game, cards, lottery, luck, danger, Gambit"
aceofdiamond_out1.png,"paper, diamonds, white, red, the letter A, rectangular in shape|playing cards, deck of cards, Ace of diamonds, highest diamond card"
aceofdiamond_out1.png,"flat rectangular playing card, ace of diamonds, letters and shapes on a white card|having fun, playing cards with friends, game of spades, good card"
aceofdiamond_out1.png,"flexible, black and white, ace of diamonds, card, paper, clear|fun for kids, card playing games, card tricks, go fish"
aceofdiamond_out1.png,"High card, Ace of diamonds, rectangular, flat, winning, white and red|Blackjack, casino, winning hand, poker, raise, 21 movie, card counting"
aceofdiamond_out1.png,"White card, flat, ace of diamonds, one of many, stiff paper|Is there a superhero called ace of diamonds? I know an ace of spades."
aceofdiamond_out1.png,"FLAT CARD, ACE OF SPADES, BLACK DIAMONDS, CAPITAL A, FOUR CORNERS|POKER, GAMBLING, MONEY, FUN, SPADES, GUYS NIGHT, DRINKING ALCOHOL, PARTY"
aceofdiamond_out1.png,"Diamonds, ace, playing card, paper, A, paper, ace of diamonds|poker, games, card games, betting, gambling, diamonds, red, cigars, twenty-one"
aceofdiamond_out1.png,"cards, ace of diamonds, red card, one of 52 cards|card deck, ace, highest card, winning card, card games, red"
aceofdiamond_out1.png,"Ace of diamonds, two As, three diamonds, part of a set of fifty-two.|Fun, games to play, family time, lucky draw, good hand."
acousticguitar01_out1.png,"guitar, wood, steel strings, ribs, hollow body, long neck, tuning pegs|country music, hard to play, lessons, John Denver, old fashioned"
acousticguitar01_out1.png,"inorganic, musical instrument, stringed instrument, wood, metal, plastic, fret, pegs, board|acoustic, campfire, unplugged, country, western, classical, Jimmy Page, Jeff Beck"
acousticguitar01_out1.png,"Fret, board, strings,  handle,  wood composite, knobs, finger board,  mother of pearl inlay |Wooden classical acoustic guitar,  modern guitar,  acoustical music,  serenades,  solo playing"
acousticguitar01_out1.png,"guitar with strings, center hole, adjustable tightening tools, dark wood |playing music, singing, country singers, cowboy hats, stool in front of an open mic"
acousticguitar01_out1.png,"made of wood, strong strings, very light, large guitar, easy to handle|learn to play guitar, have fun, great to hold, easy to maneuver"
acousticguitar01_out1.png,"old wooden guitar, six strings, straight neck, smooth curved sides, |You can make many different types of music on a simple guitar"
acousticguitar01_out1.png,"DARK BODY, WOODEN BODY, SIX STRINGS, ODD SHAPED BODY, LONG|MUSIC, PLAYING GUITAR, LAUGHING, DRINKING, BONFIRE, GIRLS, HAVING FUN AT A PARTY"
acousticguitar01_out1.png,"Wood, strings, hollow, black, acoustic, fret, nylon, mahogany, solid, truss|classy, modern, fresh, ready to play, cool, essential, mysterious, fun"
acousticguitar01_out1.png,"guitar, acoustic guitar, wood, six strings, bridge, finger board, music insturment|country music, musician, romantic, music, acoustic, coffee shop music, music lessons, notes"
acousticguitar01_out1.png,"acoustic guitar, 6 strings, 4 strings, acoustics, string instrument, tunes|tuners, sexy music, latin, instrument, acoustic, great music, good time instrument"
adjustablewrench01a_out1.png,"wrench, chrome metal,open jaws, heavy, adjustable, tool, strong, useful, auto|plumber, electrician, mechanic, home improvement, hardware store, broken parts, board game Clue"
adjustablewrench01a_out1.png,"inorganic, tool, wrench, adjustable, Crescent, chrome plated, steel, oil, vandium|tool box, Sears, complete set, old school, car, mechanic, racing"
adjustablewrench01a_out1.png,"metal tool, hardware, wrench, adjustable, silver, heavy, with handle and hook for hanging|work, handyman, fixing items, twisting and tightening, weathered hands, useful"
adjustablewrench01a_out1.png,"steel wrench, large, tool, silver, easy to use, easy to handle|large handle for good gripping, easy to turn, great for tightening things"
adjustablewrench01a_out1.png,"Steel, heavy, adjustable so that if fits different sizes of bolts, socket wrench on the back|Monkey wrench,  I have two in the garage,  don't need a third one"
adjustablewrench01a_out1.png,"GALVANIZED METAL, DIAL TO ADJUST JAW, HOLE IN BASE OF WRENCH|FIXING CARS, FIXING THINGS AROUND THE HOUSE, AUTO MECHANIC, APARTMENT WORKER"
adjustablewrench01a_out1.png,"wrench, adjustable, metal, tool, durable, strong, steel, silver color, tightens|craftsman, Tim the tool man Taylor, plumbing, nuts and bolts, tightening, adjusting, tool box,"
adjustablewrench01a_out1.png,"wrench, tool, adjusting tightness knob, tightens bolts and loose screws|tool, for the boys, too hard for me to turn, good grip"
airconditioner_out1.png,"fan, blower, condenser, grate, buttons, automated, electric, cold air, air conditioning|summer, heat, high electric bill, cold air, comfort, relief, sleep"
airconditioner_out1.png,"inorganic, appliance, HVAC, air conditioner, grill, body, tubing, cable, controls|summer, window, leak, cool, blowing, fan, hot, expensive, electric bill"
airconditioner_out1.png,"white rectangular air conditioner, plastic, window unit, adjustable air flow vent, digital controls |cool air, hot days, summer, window open, sweat, standing in front of the air conditioner to cool down"
airconditioner_out1.png,"small, white, compact, air conditioner, heavy, vented, easy controls, move vents in different directions|one room cooling, window air conditioning, keeps you cool in the summer"
airconditioner_out1.png,"vents and buttons, compact size, white or gray in color, made by GE? |My bedroom is really hot, perhaps d new air conditioner would help?"
airconditioner_out1.png,"SQUARE SHAPE, GRATED FRONT, LONG VENT, DIALS AND BUTTONS ON FRONT|AIR CONDITIONING, KEEPING COOL, LOUD WHILE RUNNING, DRIPPING CONDENSATION INSIDE"
airconditioner_out1.png,"air conditioner, window unit, cold air, temperature, blows, knobs, moderate climate|cold air, summer time, refreshing, noisy, repair man, windy, blows air"
airconditioner_out1.png,"window operated air conditioner, tuning knobs, air slits, clean air|cool air, refreshing, good for the summer months, cold air"
airhockeytable_out1.png,"electric, hockey, air holes, plastic puck, flat body, 4 legs, steel and plastic|air hockey, arcades, home fun, winter time, tournaments, 1970s, score!"
airhockeytable_out1.png,"inorganic, parlor game, air hockey, black, white, marked, metal, wood|fun, bar, amusement, basement, childhood, laughter, joy, competition, memories, man cave"
airhockeytable_out1.png,"table, air hockey, legs, surface, black, white, plastic, metal, solid, rectangle
|fun, games, play, family, friends, movement, hands, laughter, competition, success"
airhockeytable_out1.png,"air hockey table, puck, holes, sturdy legs, great design on table top|very competitive, fun to play with friends, very easy to learn"
airhockeytable_out1.png,"table, game, sport, two sides, legs, wooden, black and white|indoor game, sport, two players, black and white table, hobby, friends"
airhockeytable_out1.png,"White board, heavy, short legs, looks new, smooth surface, goal pits |That needs a lot of space,  Is it electric, where are the disc and paddles,"
airhockeytable_out1.png,"FLAT TOP, FOUR LEGS, RECTANGULAR SHAPE, HOCKEY GAME MARKINGS, POINTS COUNTER|FUN WITH FRIENDS AND FAMILY, AIR HOCKEY, YELLING AND LAUGHING"
airhockeytable_out1.png,"air hockey table, puck, goal boxes, felt pusher mallet, game table|game night with friends, red pucks and pushers, competition, fun"
airhockeytable_out1.png,"air hockey table, air, two players, puck, air hockey hitters|fun, arcade, good time game, two players, showdown, goal, puck"
airhockeytable_out1.png,"Game table, big, four feet, flat surface, areas marked off.|Space hog, games, social times, family time, fun, laughter, closer family ties, but needs a bigger house than mine."
antenna_out1.png,"metal, plastic, wires, ring, tuning knob, dial, antenna, television signal|black and white tv, old fashioned, 1960s, no cable, fuzzy screen"
antenna_out1.png,"antenna, receiver, dish, controller, black, silver, plastic, extendable, modern, adjustable|retro, old school, outdated, television, subscription, satellite, futuristic, potential, flexible"
antenna_out1.png,"black plastic, moving parts, circular wheel, antennae, moving dial, solid |television, reception, clear sound, fixing an image, adjustment, finding a signal"
antenna_out1.png,"technical, reception, small, black, grey, moveable, for tvs, signals, outdated|gives better signals, is small, easy to work with, nice dial"
antenna_out1.png,"THREE ANTENNAES ONE ROUND AND TWO STRAIGHT, RECTANGULAR BASE, FLAT KNOB|TELEVISION SHOWS, TELEVISION CHANNELS, GETTING BETTER RECEPTION, WATCHING STATIC, FAMILY TIME"
antenna_out1.png,"antenna, television, television signal,  wires, radio waves, transmitting, tv, signal|aluminum foil, rabbit ears, clear picture, fuzzy picture, aliens, television, television show"
antenna_out1.png,"antennae, circle thing, radio transmitter, circle dial, transmittance signal, car radio|radio, weird device, don't really know what this one is"
armchair01_out1.png,"chair, semi circular, white, cushion, low back, round legs, vinyl|ugly, retro style, doctors office, uncomfortable, sore back, 1960s, plain"
armchair01_out1.png,"inorganic, chair, wood, leather, metal, white, brown, stuffing, mesh, soft |luxury, wealth, unique, expensive, hard to clean, stiff, unique, modern"
armchair01_out1.png,"white, soft, high back, chair, seat, cushion, curved, arms, soft |rest, sitting, relax, lean back, uncomfortable arms, tight space, office seating"
armchair01_out1.png,"white, soft, comfortable, squishy, pleather, relaxing, surrounding, low, deep, slouched|comfortable to sit in, like in a doctor's office, nice to look at"
armchair01_out1.png,"Soft cushion, firm sides, wooden round legs, white circular chair|Waiting room in doctor's office, VIP airport lounge, easy to clean"
armchair01_out1.png,"wooden legs, upholstered, looks new, color unclear, modern design style |that would not look good in my house, wonder how soft it is?"
armchair01_out1.png,"This is a small, half-round, white chair, with very short legs.|It doesn't look like a very comfortable chair, and instead looks like it's very cold."
armchair01_out1.png,"FOUR LEGGED, CHAIR, SMOOTH, ROUND BACK, SHORT ARMS, WHITE COLORED|SITTING, WATCHING TV, TALKING WITH FAMILY, PLAYING VIDEO GAMES, READING A BOOK"
armchair01_out1.png,"chair, arm chair, club chair, cushion, feet, leather, fabric, upholstery, furniture|interior design, seat, living room, furniture, furniture store, fabric, design, leather"
armchair01_out1.png,"retro sofa, single person seat, two arm rests, 4 pegs|red chair, looks comfy, one person seat, needs a pillow to be comfy"
athleticsock_out1.png,"sock, white, crew length, nike logo, cushioned, ribbing, large, clean|sneakers, tennis, exercise, John McInroe, track and field, bleach, laundry"
athleticsock_out1.png,"single sock, white and black, calf length, clean, cotton, men's, new|sports, laundry, clean and pure, lost items, hope, fresh, airport baggage,"
athleticsock_out1.png,"white cotton sock, black markings, calf length, soft, unisex, dry|warm, dry feet, cushioning, athletic, sports, comfortable, typical, easy to wear"
athleticsock_out1.png,"sock, white, black accents, soft, cotton, stretchable, warm, dry, comfortable|great to wear while doing sports, feels good on the foot"
athleticsock_out1.png,"tube sock, elastic lining around ankle, mostly white, looks new |There is a sock on this HIT, Why am being asked to describe a sock?"
athleticsock_out1.png,"LONG, WHITE, SOFT, COTTON, CLEAN, SINGLE, CRUMPLED AND WRINKLED SOCK|SWEATY AND STINKY SOCK, NIKE, ADIDAS, WEARING SOCKS WITH SANDALS"
athleticsock_out1.png,The image appears to be a pair of crew cut athletic Nike socks. They seem as if they are made of cotton. |I think of high school physical education. Also basketball comes to mind when i see the socks.
athleticsock_out1.png,"Athletic sock, tube sock, sock, cotton, elastic, white, fabric, foot covering|gym class, smelly, dirty, holes, multi-pack, shoes, feet, warm, foot"
athleticsock_out1.png,"Nike sock, longer sock, boys sock, big foot, white sock|smelly, not for a girl, too big of a foot"
athleticsock_out1.png,"These white high top cotton wool blend  socks are warm ,comfortable and easy to wash.|Cotton high top socks are good for hiking or most any sport."
barn_out1.png,"large, plank boards, three story, animal house, windows, steel roof|animals, farm, hay, old tools, storage, tractors, dairy farm, countryside"
barn_out1.png,"inorganic, building, wooden, metal, roof, siding, windows, doors, gray, old|country, farm, old school, abandoned, German, historic, Amish, creepy, long lasting"
barn_out1.png,"gray shingled shed, small with door and window openings, weathered|dark and gloomy, isolated, not used often, nowhere I'd like to be"
